DBN,Number of Test Takers,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,SCHOOLWIDE PUPIL-TEACHER RATIO.max,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,SCHOOLWIDE PUPIL-TEACHER RATIO.min,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 ADDITIONAL CREDIT,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg),2009-2010 OVERALL GRADE_is_nan,2009-2010 OVERALL GRADE_is_A,2009-2010 OVERALL GRADE_is_B,2009-2010 OVERALL GRADE_is_C,2009-2010 OVERALL GRADE_is_D,2009-2010 OVERALL GRADE_is_F,2009-2010 ENVIRONMENT GRADE_is_nan,2009-2010 ENVIRONMENT GRADE_is_A,2009-2010 ENVIRONMENT GRADE_is_B,2009-2010 ENVIRONMENT GRADE_is_C,2009-2010 ENVIRONMENT GRADE_is_D,2009-2010 ENVIRONMENT GRADE_is_F,2009-2010 PERFORMANCE GRADE_is_nan,2009-2010 PERFORMANCE GRADE_is_A,2009-2010 PERFORMANCE GRADE_is_B,2009-2010 PERFORMANCE GRADE_is_C,2009-2010 PERFORMANCE GRADE_is_D,2009-2010 PERFORMANCE GRADE_is_F,2009-2010 PROGRESS GRADE_is_nan,2009-2010 PROGRESS GRADE_is_A,2009-2010 PROGRESS GRADE_is_B,2009-2010 PROGRESS GRADE_is_C,2009-2010 PROGRESS GRADE_is_D,2009-2010 PROGRESS GRADE_is_F,2008-09 PROGRESS REPORT GRADE_is_nan,2008-09 PROGRESS REPORT GRADE_is_A,2008-09 PROGRESS REPORT GRADE_is_B,2008-09 PROGRESS REPORT GRADE_is_C,2008-09 PROGRESS REPORT GRADE_is_D,2008-09 PROGRESS REPORT GRADE_is_F
K504,23,249.0,34.8,34.0,36.0,16.9,25.0,18.4,11.0,20.0,16.9,80.9583333333,26.9458333333,23.9166666667,29.9166666667,16.9,16.9,19.0,2.22,65.2,8.6,12.6,39.5,4.5,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K507,49,237.0,34.5,34.0,35.0,16.2,12.0,12.0,11.0,12.0,16.2,88.7307692308,25.2269230769,22.7692307692,27.3846153846,16.2,16.2,19.0,2.2,58.0,4.0,20.4,29.1,4.5,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K510,28,200.0,33.3,33.0,35.0,14.7,15.0,15.0,11.0,15.0,14.7,72.7586206897,26.8275862069,23.9310344828,29.275862069,14.7,14.7,19.0,2.27,67.1,6.9,16.8,38.9,4.5,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K615,184,629.0,33.0,33.0,34.0,17.5,6.0,6.0,5.0,6.0,17.5,136.916666667,22.5222222222,19.9444444444,24.5833333333,17.5,17.5,19.0,2.51,62.0,7.6,17.0,34.4,3.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K659,50,204.0,34.0,34.0,42.0,16.0,26.0,22.7,20.0,24.0,16.0,78.0416666667,26.9125,25.5833333333,28.2083333333,16.0,16.0,19.0,2.49,38.9,7.9,8.0,23.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
K660,49,772.0,30.7,23.0,34.0,14.8,10.0,10.0,10.0,10.0,14.8,205.9375,24.7625,18.0625,29.75,14.8,14.8,19.0,1.78,58.0,6.4,9.4,39.2,3.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
K445,317,1484.0,37.0,37.0,43.0,17.5,11.0,11.0,10.0,11.0,17.5,257.675,23.915,17.125,28.8,17.5,17.5,20.0,2.35,68.5,9.9,16.2,34.9,7.5,305,234,0.77,71,0.23,0,0,305,100,0,1,0.0,0,0.0,6,0.02,289,0.95,0,0.0,8,0.03,1,0.0,305,100,6,0.02,298,0.98,1,0.0,0,0,305,100,158,0.52,147,0.48,0,0,305,100,92.77,44214,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K485,221,492.0,33.8,33.0,36.0,18.5,10.0,10.0,10.0,10.0,18.5,147.76744186,27.076744186,23.2558139535,29.3720930233,18.5,18.5,20.0,2.58,77.4,11.6,19.9,39.9,6.0,305,234,0.77,71,0.23,0,0,305,100,0,1,0.0,0,0.0,6,0.02,289,0.95,0,0.0,8,0.03,1,0.0,305,100,6,0.02,298,0.98,1,0.0,0,0,305,100,158,0.52,147,0.48,0,0,305,100,92.77,44214,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K490,581,2101.0,54.0,54.0,56.0,21.2,11.0,11.0,10.0,11.0,21.2,337.380952381,25.1452380952,19.3571428571,28.6904761905,21.2,21.2,20.0,2.59,69.5,11.0,13.2,36.3,9.0,305,234,0.77,71,0.23,0,0,305,100,0,1,0.0,0,0.0,6,0.02,289,0.95,0,0.0,8,0.03,1,0.0,305,100,6,0.02,298,0.98,1,0.0,0,0,305,100,158,0.52,147,0.48,0,0,305,100,92.77,44214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K505,385,1917.0,35.0,35.0,35.0,17.4,21.0,19.3,10.0,21.0,17.4,520.333333333,28.3571428571,20.4285714286,31.9047619048,17.4,17.4,20.0,2.29,64.9,9.8,12.0,37.1,6.0,305,234,0.77,71,0.23,0,0,305,100,0,1,0.0,0,0.0,6,0.02,289,0.95,0,0.0,8,0.03,1,0.0,305,100,6,0.02,298,0.98,1,0.0,0,0,305,100,158,0.52,147,0.48,0,0,305,100,92.77,44214,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K337,35,332.0,22.7,21.0,27.0,14.3,48.0,11.6,10.0,13.0,14.3,140.444444444,16.1111111111,13.8888888889,20.1111111111,14.3,14.3,21.0,2.05,48.2,11.2,5.9,31.1,0.0,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
K344,66,254.0,41.0,41.0,41.0,16.9,24.0,22.0,11.0,22.0,16.9,97.7,28.23,24.1,31.55,16.9,16.9,21.0,2.57,59.1,5.3,14.0,33.8,6.0,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K348,33,245.0,30.6,29.0,33.0,15.0,14.0,14.0,14.0,14.0,15.0,84.7,25.05,22.15,27.55,15.0,15.0,21.0,2.36,67.8,9.0,18.2,37.6,3.0,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K400,40,43.0,24.0,24.0,24.0,5.4,11.0,11.0,11.0,11.0,5.4,24.7777777778,17.2222222222,16.7777777778,17.6666666667,5.4,5.4,21.0,,,,,,,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K410,379,1665.0,35.3,34.0,45.0,18.8,18.0,11.0,10.0,12.0,18.8,237.925,25.085,19.775,28.05,18.8,18.8,21.0,2.53,50.8,7.8,8.7,31.3,3.0,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
K525,686,1688.0,40.0,39.0,46.0,19.1,16.0,12.8,10.0,14.0,19.1,383.255813953,25.9,19.6511627907,28.3023255814,19.1,19.1,21.0,2.75,70.1,9.8,17.0,34.3,9.0,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K540,349,1573.0,40.0,40.0,41.0,20.7,10.0,10.0,10.0,10.0,20.7,274.926829268,24.3756097561,19.243902439,27.512195122,20.7,20.7,21.0,2.65,55.5,5.7,10.0,32.3,7.5,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
K620,56,752.0,34.0,34.0,35.0,17.8,12.0,7.5,5.0,8.0,17.8,160.111111111,21.6666666667,16.3333333333,25.4722222222,17.8,17.8,21.0,2.02,46.0,6.3,12.3,27.4,0.0,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
K690,86,307.0,32.7,32.0,33.0,15.8,20.0,20.0,13.0,20.0,15.8,100.365853659,26.7292682927,22.9024390244,29.2926829268,15.8,15.8,21.0,2.5,70.4,8.6,17.0,34.3,10.5,421,233,0.55,188,0.45,0,0,421,100,0,21,0.05,0,0.0,23,0.05,283,0.67,65,0.15,25,0.06,4,0.01,421,99,17,0.04,401,0.95,3,0.01,0,0,421,100,87,0.21,334,0.79,0,0,421,100,90.5,34342,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K405,725,1505.0,33.7,33.0,34.0,22.2,11.0,10.5,10.0,11.0,22.2,407.923076923,26.5435897436,21.6153846154,27.8205128205,22.2,22.2,22.0,3.16,65.8,7.5,17.4,31.9,9.0,228,159,0.7,69,0.3,0,0,228,100,0,17,0.07,0,0.0,5,0.02,168,0.74,21,0.09,15,0.07,2,0.01,228,100,5,0.02,223,0.98,0,0.0,0,0,228,100,30,0.13,198,0.87,0,0,228,100,92.57,36352,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K425,641,1226.0,35.0,35.0,35.0,20.0,22.0,11.0,10.0,12.0,20.0,332.904761905,25.5452380952,19.4285714286,28.0952380952,20.0,20.0,22.0,2.72,59.6,10.9,12.0,30.7,6.0,228,159,0.7,69,0.3,0,0,228,100,0,17,0.07,0,0.0,5,0.02,168,0.74,21,0.09,15,0.07,2,0.01,228,100,5,0.02,223,0.98,0,0.0,0,0,228,100,30,0.13,198,0.87,0,0,228,100,92.57,36352,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K495,192,1094.0,41.5,41.0,46.0,17.7,11.0,10.6,10.0,11.0,17.7,193.976190476,24.819047619,20.7380952381,27.2619047619,17.7,17.7,22.0,2.21,57.2,8.2,12.0,34.0,3.0,228,159,0.7,69,0.3,0,0,228,100,0,17,0.07,0,0.0,5,0.02,168,0.74,21,0.09,15,0.07,2,0.01,228,100,5,0.02,223,0.98,0,0.0,0,0,228,100,30,0.13,198,0.87,0,0,228,100,92.57,36352,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
K535,239,546.0,34.0,34.0,34.0,21.8,27.0,26.5,15.0,27.0,21.8,188.380952381,30.9904761905,26.0476190476,33.1428571429,21.8,21.8,22.0,3.54,64.5,7.5,14.5,42.5,0.0,228,159,0.7,69,0.3,0,0,228,100,0,17,0.07,0,0.0,5,0.02,168,0.74,21,0.09,15,0.07,2,0.01,228,100,5,0.02,223,0.98,0,0.0,0,0,228,100,30,0.13,198,0.87,0,0,228,100,92.57,36352,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K555,109,240.0,30.8,28.0,36.0,22.2,25.0,13.0,12.0,14.0,22.2,115.095238095,24.3952380952,19.1428571429,28.6666666667,22.2,22.2,22.0,3.27,74.2,12.5,17.2,44.5,0.0,228,159,0.7,69,0.3,0,0,228,100,0,17,0.07,0,0.0,5,0.02,168,0.74,21,0.09,15,0.07,2,0.01,228,100,5,0.02,223,0.98,0,0.0,0,0,228,100,30,0.13,198,0.87,0,0,228,100,92.57,36352,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K493,37,402.0,37.0,37.0,37.0,17.0,10.0,10.0,10.0,10.0,17.0,87.3214285714,22.7035714286,20.1785714286,25.1785714286,17.0,17.0,23.0,2.25,53.7,9.4,15.1,29.2,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,86.98,11833,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K514,50,169.0,31.0,31.0,33.0,13.7,22.0,17.0,13.0,19.0,13.7,76.68,26.256,23.32,28.48,13.7,13.7,23.0,2.38,63.9,8.8,18.0,37.1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,86.98,11833,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K645,24,174.0,31.0,31.0,32.0,17.2,20.0,10.0,10.0,10.0,17.2,58.5384615385,20.7384615385,17.6153846154,23.4615384615,17.2,17.2,23.0,,,,,,,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,86.98,11833,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K697,59,322.0,34.0,34.0,34.0,16.0,15.0,15.0,10.0,15.0,16.0,87.5806451613,24.4612903226,21.6774193548,26.7419354839,16.0,16.0,23.0,2.36,76.9,10.3,18.5,45.1,3.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,86.98,11833,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q264,65,228.0,32.6,30.0,39.0,17.4,20.0,19.3,10.0,20.0,17.4,93.2692307692,25.4076923077,21.0,29.5,17.4,17.4,24.0,2.82,92.4,9.3,20.9,53.2,9.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q267,67,131.0,34.0,34.0,34.0,15.7,13.0,13.0,13.0,13.0,15.7,66.4705882353,26.3176470588,23.0,29.5294117647,15.7,15.7,24.0,2.46,78.1,10.5,20.6,42.5,4.5,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q299,42,318.0,24.8,24.0,29.0,13.7,26.0,13.0,10.0,16.0,13.7,152.357142857,18.6142857143,14.0714285714,23.1428571429,13.7,13.7,24.0,3.7,76.6,12.1,17.8,46.7,0.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Q455,251,1211.0,33.0,33.0,38.0,20.6,13.0,11.5,10.0,13.0,20.6,263.153846154,22.8487179487,17.8461538462,26.4358974359,20.6,20.6,24.0,2.35,53.7,8.6,11.2,30.9,3.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Q485,269,1885.0,36.0,36.0,45.0,20.1,11.0,10.5,10.0,11.0,20.1,280.540540541,20.5432432432,16.4594594595,24.5135135135,20.1,20.1,24.0,2.38,60.0,8.7,10.6,36.2,4.5,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Q520,32,136.0,26.0,26.0,31.0,15.7,17.0,15.3,11.0,16.0,15.7,45.5714285714,19.8321428571,18.75,21.25,15.7,15.7,24.0,2.58,65.2,10.1,18.0,34.1,3.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Q530,75,350.0,27.0,27.0,30.0,14.2,27.0,11.3,10.0,13.0,14.2,94.5,17.0285714286,13.2857142857,20.5714285714,14.2,14.2,24.0,2.63,76.1,14.1,14.2,41.8,6.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Q550,127,458.0,34.0,34.0,34.0,16.2,24.0,20.0,10.0,20.0,16.2,130.518518519,28.2851851852,23.3333333333,31.5555555556,16.2,16.2,24.0,2.52,86.9,10.7,15.1,50.6,10.5,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q560,49,159.0,32.0,32.0,33.0,14.6,11.0,11.0,10.0,11.0,14.6,56.2647058824,26.3,24.8823529412,27.4117647059,14.6,14.6,24.0,2.65,51.5,7.5,8.2,32.8,3.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Q600,130,623.0,36.0,36.0,42.0,14.7,10.0,10.0,10.0,10.0,14.7,170.6,25.9942857143,19.9142857143,29.8571428571,14.7,14.7,24.0,2.58,72.8,10.5,13.6,36.7,12.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Q610,289,1042.0,33.4,33.0,34.0,17.9,10.0,10.0,10.0,10.0,17.9,260.0625,25.315625,19.9375,27.9375,17.9,17.9,24.0,3.05,79.0,9.8,17.1,40.1,12.0,2,1,0.5,1,0.5,0,0,2,100,0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100,0,0.0,2,1.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,92.21,52936,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Q263,57,205.0,23.5,23.0,24.0,14.5,30.0,12.0,10.0,13.0,14.5,94.0,17.66875,16.0,19.375,14.5,14.5,25.0,2.45,64.5,13.9,11.5,39.1,0.0,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Q281,50,281.0,36.0,36.0,37.0,17.8,13.0,13.0,11.0,13.0,17.8,74.4444444444,27.1333333333,24.9444444444,29.8333333333,17.8,17.8,25.0,2.93,79.5,5.6,17.4,47.5,9.0,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
